2026-07-20 17:15:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite v3.1 (Full NPU + GPU Decode)
2026-07-20 17:15:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:15:00.018 [INFO] [System] OS: Ubuntu 24.04.2 LTS aarch64
2026-07-20 17:15:00.020 [INFO] [Memory] Total RAM: 7.1 GB | Available: 5.2 GB
2026-07-20 17:15:00.025 [INFO] [Power] Thermal Mitigation Level: 0 (No throttling)
2026-07-20 17:15:00.050 [INFO] [Video] Opening source: /data/sample_cow_video.mp4
2026-07-20 17:15:00.065 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:15:00.090 [INFO] [Pipeline] Configuration: 
    - Downscale Factor: 0.5x (960x540)
    - Frame Skip: None (Process all frames)
    - Video Decode Backend: V4L2 Hardware Decode (Adreno GPU)
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_qnn.bin (via Qualcomm AI Hub)
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_qnn.bin
2026-07-20 17:15:00.145 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:15:00.160 [INFO] [Video] V4L2 Hardware Decoder initialized successfully.
2026-07-20 17:15:00.170 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:15:00.210 [INFO] [QNN] Initialized QNN Backend. Core version: Hexagon V68.
2026-07-20 17:15:00.255 [INFO] [QNN] Loading context binary yolov8n-seg_qnn.bin to CDSP...
2026-07-20 17:15:00.575 [INFO] [QNN] Context loaded successfully. NPU context ID: 0x4F2A.
2026-07-20 17:15:00.585 [INFO] [QNN] Model loaded. Input: [1, 640, 640, 3] NHWC. Optimized for INT8.
2026-07-20 17:15:00.650 [INFO] [QNN] Loading context binary dinov2_vits14_qnn.bin to CDSP...
2026-07-20 17:15:01.185 [INFO] [QNN] Context loaded successfully. NPU context ID: 0x4F2B.
2026-07-20 17:15:01.187 [INFO] [Pipeline] Running warmup iterations...
2026-07-20 17:15:01.785 [INFO] [Pipeline] Warmup complete.
2026-07-20 17:15:01.790 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:15:01.818 [DEBUG] [Frame 0000] Decode (GPU): 12.4ms | Preprocess: 1.2ms | YOLO (QNN): 13.9ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.7ms | Total: 28.2ms
2026-07-20 17:15:01.845 [DEBUG] [Frame 0001] Decode (GPU): 12.1ms | Preprocess: 1.4ms | YOLO (QNN): 13.7ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.5ms | Total: 27.8ms
2026-07-20 17:15:01.874 [DEBUG] [Frame 0002] Decode (GPU): 12.6ms | Preprocess: 1.2ms | YOLO (QNN): 13.5ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.9ms | Total: 28.2ms
2026-07-20 17:15:01.901 [DEBUG] [Frame 0003] Decode (GPU): 12.6ms | Preprocess: 1.2ms | YOLO (QNN): 13.1ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 1.0ms | Total: 27.9ms
2026-07-20 17:15:01.928 [DEBUG] [Frame 0004] Decode (GPU): 11.4ms | Preprocess: 1.4ms | YOLO (QNN): 13.2ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.7ms | Total: 26.7ms
2026-07-20 17:15:01.954 [DEBUG] [Frame 0005] Decode (GPU): 12.5ms | Preprocess: 1.0ms | YOLO (QNN): 11.6ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.7ms | Total: 25.9ms
2026-07-20 17:15:01.980 [DEBUG] [Frame 0006] Decode (GPU): 10.9ms | Preprocess: 1.1ms | YOLO (QNN): 13.0ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 1.0ms | Total: 26.0ms
2026-07-20 17:15:02.008 [DEBUG] [Frame 0007] Decode (GPU): 12.3ms | Preprocess: 1.4ms | YOLO (QNN): 13.3ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 1.0ms | Total: 28.0ms
2026-07-20 17:15:02.034 [DEBUG] [Frame 0008] Decode (GPU): 11.3ms | Preprocess: 1.0ms | YOLO (QNN): 13.3ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.7ms | Total: 26.4ms
2026-07-20 17:15:02.059 [DEBUG] [Frame 0009] Decode (GPU): 11.4ms | Preprocess: 1.0ms | YOLO (QNN): 11.5ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.9ms | Total: 24.8ms
2026-07-20 17:15:02.085 [DEBUG] [Frame 0010] Decode (GPU): 11.3ms | Preprocess: 1.2ms | YOLO (QNN): 12.9ms | DINOv2 (QNN): Skipped (No cows) | Overhead: 0.8ms | Total: 26.2ms
